TrackedTotal,Untagged,UObject,CriWare,EngineMisc,Audio,Audio/AudioMixer,EngineMisc/FMsgLogf,Audio/Wwise,Audio/Wwise/Wwise Resource Loader
5773.80,6.24,103.06,135.54,4.09,53.70,9.47,0.13,42.12,0.10,0.00,7.48,25.75,0.12,3774.60,43.31,0.06,5.73,7.61,0.12,0.40,0.09,0.59,0.43,0.00,9.09,0.06,0.00,0.00,7.15,15.57,0.07,0.09,0.45,25.13,42.01,112.76,6.01,0.01,0.00,3.31,0.00,106.18,0.65,0.25,26.75,0.00,3.35,181.31,0.29,0.01,0.00,24.50,0.01,0.04,1.06,0.01,0.08,0.01,0.00,0.07,0.00,0.16,0.16,0.04,0.01,0.10,0.00,0.03,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.02,53.20,46.70,24.85,9.20,801.24,37.76,10.95,2.59,4.43,0.00,0.90,3.48,0.00,32.00,3.61,0.03,0.00,0.33,0.41,0.01,0.00,0.14,0.38,0.00,0.00,0.00,0.00,0.00,4.43,0.00,3.95,0.02,0.02,0.00,0.00,0.00,0.09,1.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.01,0.00,0.00,0.05,0.00,0.00,0.00,0.01,0.00,0.00,80.92,0.00,10450.80,4757.92,10372.89,10525.72,
7051.61,7.62,103.38,135.54,4.52,53.75,9.52,0.28,42.12,0.10,0.00,7.28,25.75,0.12,3834.77,995.13,0.06,5.92,7.61,0.12,0.40,0.09,0.59,0.43,0.00,7.71,0.06,0.00,0.00,7.18,15.57,0.07,0.09,0.46,25.13,42.01,112.58,6.01,0.01,0.00,2.20,0.00,341.64,2.84,0.25,27.11,0.00,3.34,180.85,0.57,0.01,0.11,24.50,0.01,0.08,3.62,0.08,0.08,0.01,0.00,0.10,0.00,0.21,0.21,0.04,0.01,0.09,0.00,0.03,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.02,53.20,46.70,24.87,9.20,801.24,37.76,11.05,2.68,4.43,0.00,0.90,3.48,0.00,32.00,3.61,0.03,0.00,0.33,0.41,0.01,0.00,0.14,0.38,0.00,0.00,0.00,0.00,0.00,4.43,0.00,3.96,0.02,0.02,0.00,0.00,0.00,0.13,1.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.01,0.00,0.00,0.05,0.00,0.00,0.00,0.01,0.00,0.00,102.54,0.00,11855.03,4802.46,10505.54,11929.99,4.44,0.06,0.00,0.01,0.00,0.03,0.00,0.00,0.05,0.00,0.00,0.00,0.00,
7054.61,7.61,103.38,135.54,4.53,53.75,9.52,0.28,42.12,0.10,0.00,7.28,25.75,0.12,3837.16,1006.20,0.06,5.96,7.61,0.12,0.40,0.09,0.59,0.43,0.00,7.71,0.06,0.00,0.00,7.18,15.57,0.07,0.09,0.46,25.13,42.01,112.58,6.01,0.01,0.00,2.17,0.00,349.27,3.14,0.25,27.13,0.00,3.34,180.66,0.59,0.01,0.11,24.50,0.01,0.08,3.62,0.08,0.08,0.01,0.00,0.12,0.00,0.22,0.22,0.04,0.01,0.09,0.00,0.03,0.02,0.00,0.00,0.01,0.01,0.00,0.00,0.03,53.20,46.70,24.87,9.20,801.24,37.76,11.05,2.68,4.43,0.00,0.90,3.48,0.00,32.00,3.61,0.03,0.00,0.33,0.41,0.01,0.00,0.14,0.38,0.00,0.00,0.00,0.00,0.00,4.43,0.00,3.96,0.02,0.02,0.00,0.00,0.00,0.12,1.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.01,0.00,0.01,0.05,0.00,0.00,0.00,0.01,0.00,0.00,84.40,0.00,11867.37,4794.63,10489.34,11942.34,4.44,0.06,0.00,0.01,0.00,0.03,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.01,
7054.73,7.61,103.40,135.54,4.46,53.75,9.52,0.22,42.12,0.10,0.00,7.28,25.75,0.12,3837.16,1007.09,0.06,6.00,7.61,0.12,0.40,0.09,0.59,0.43,0.00,7.71,0.06,0.00,0.00,7.18,15.57,0.07,0.09,0.46,25.13,42.01,112.58,6.01,0.01,0.00,2.16,0.00,349.27,3.28,0.25,27.16,0.00,3.34,180.60,0.62,0.01,0.11,24.50,0.01,0.09,3.75,0.09,0.08,0.01,0.00,0.12,0.00,0.25,0.25,0.04,0.01,0.08,0.00,0.03,0.03,0.00,0.00,0.01,0.01,0.00,0.00,0.03,53.20,46.70,24.87,9.20,801.24,37.76,11.05,2.68,4.43,0.00,0.90,3.48,0.00,32.00,3.61,0.03,0.00,0.33,0.41,0.01,0.00,0.14,0.38,0.00,0.00,0.00,0.00,0.00,4.43,0.00,3.96,0.02,0.02,0.00,0.00,0.00,0.12,1.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.01,0.00,0.01,0.05,0.00,0.00,0.00,0.01,0.00,0.00,83.43,0.00,11900.13,4844.43,10489.14,11975.10,4.44,0.06,0.00,0.01,0.00,0.04,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.01,
7054.80,7.61,103.40,135.54,4.38,53.75,9.52,0.14,42.12,0.10,0.00,7.28,25.75,0.12,3837.16,1007.09,0.06,5.96,7.61,0.12,0.40,0.09,0.59,0.43,0.00,7.71,0.06,0.00,0.00,7.18,15.57,0.07,0.09,0.46,25.13,42.01,112.58,6.01,0.01,0.00,2.16,0.00,349.27,3.17,0.25,27.19,0.00,3.34,180.60,0.65,0.01,0.12,24.50,0.01,0.09,3.88,0.09,0.08,0.01,0.00,0.10,0.00,0.22,0.22,0.04,0.01,0.09,0.00,0.03,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.03,53.20,46.70,24.87,9.20,801.24,37.76,11.05,2.68,4.43,0.00,0.90,3.48,0.00,32.00,3.61,0.03,0.00,0.33,0.41,0.01,0.00,0.14,0.38,0.00,0.00,0.00,0.00,0.00,4.43,0.00,3.96,0.02,0.02,0.00,0.00,0.00,0.12,1.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.01,0.00,0.01,0.05,0.00,0.00,0.00,0.01,0.00,0.00,83.56,0.00,11900.45,4845.78,10489.57,11975.41,4.44,0.06,0.00,0.01,0.00,0.04,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.01,
7058.55,7.61,103.40,135.54,4.38,53.75,9.52,0.13,42.12,0.10,0.00,7.28,25.75,0.12,3839.24,1007.09,0.06,5.97,7.61,0.12,0.40,0.09,0.59,0.43,0.00,7.71,0.06,0.00,0.00,7.18,15.57,0.07,0.09,0.46,25.13,42.01,112.58,6.01,0.01,0.00,2.17,0.00,349.27,3.11,0.25,27.22,0.00,3.34,180.60,0.68,0.01,0.11,24.50,0.01,0.09,3.88,0.09,0.08,0.01,0.00,0.10,0.00,0.22,0.22,0.04,0.01,0.09,0.00,0.03,0.02,0.00,0.00,0.01,0.01,0.00,0.00,0.03,53.20,46.70,24.87,9.20,801.24,37.76,11.05,2.68,4.43,0.00,0.90,3.48,0.00,32.00,3.61,0.03,0.00,0.33,0.41,0.01,0.00,0.14,0.38,0.00,0.00,0.00,0.00,0.00,4.43,0.00,3.96,0.02,0.02,0.00,0.00,0.00,0.12,1.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.01,0.00,0.01,0.05,0.00,0.00,0.00,0.01,0.00,0.00,85.26,0.00,11907.52,4850.67,10496.66,11982.48,4.44,0.06,0.00,0.01,0.00,0.05,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.01,
7059.44,7.61,103.40,135.54,4.37,53.75,9.52,0.13,42.12,0.10,0.00,7.28,25.75,0.12,3839.83,1007.10,0.06,5.98,7.61,0.12,0.40,0.09,0.59,0.43,0.00,7.71,0.06,0.00,0.00,7.18,15.57,0.07,0.09,0.46,25.13,42.01,112.58,6.01,0.01,0.00,2.17,0.00,349.27,3.32,0.25,27.22,0.00,3.34,180.84,0.68,0.01,0.11,24.50,0.01,0.09,3.88,0.09,0.08,0.01,0.00,0.12,0.00,0.22,0.22,0.04,0.01,0.09,0.00,0.03,0.02,0.00,0.00,0.01,0.01,0.00,0.00,0.03,53.20,46.70,24.87,9.20,801.24,37.76,11.05,2.68,4.43,0.00,0.90,3.48,0.00,32.00,3.61,0.03,0.00,0.33,0.41,0.01,0.00,0.14,0.38,0.00,0.00,0.00,0.00,0.00,4.43,0.00,3.96,0.02,0.02,0.00,0.00,0.00,0.12,1.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.01,0.00,0.01,0.05,0.00,0.00,0.00,0.01,0.00,0.00,85.10,0.00,11948.98,4889.37,10497.62,12023.94,4.44,0.06,0.00,0.01,0.00,0.05,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.01,
7056.96,7.62,103.40,135.54,4.37,53.75,9.52,0.13,42.12,0.10,0.00,7.28,25.75,0.12,3842.05,1003.34,0.06,6.00,7.61,0.12,0.40,0.09,0.59,0.43,0.00,7.71,0.06,0.00,0.00,7.18,15.57,0.07,0.09,0.46,25.13,42.01,112.58,6.01,0.01,0.00,2.17,0.00,349.27,3.47,0.25,27.22,0.00,3.34,180.66,0.68,0.01,0.11,24.50,0.01,0.09,3.94,0.09,0.08,0.01,0.00,0.12,0.00,0.24,0.24,0.04,0.01,0.09,0.00,0.03,0.02,0.00,0.00,0.01,0.01,0.00,0.00,0.03,53.20,46.70,24.87,9.20,801.24,37.76,11.05,2.68,4.43,0.00,0.90,3.48,0.00,32.00,3.61,0.03,0.00,0.33,0.41,0.01,0.00,0.14,0.38,0.00,0.00,0.00,0.00,0.00,4.43,0.00,3.96,0.02,0.02,0.00,0.00,0.00,0.12,1.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.01,0.00,0.01,0.05,0.00,0.00,0.00,0.01,0.00,0.00,84.10,0.00,11950.37,4892.40,10498.99,12025.33,4.44,0.06,0.00,0.01,0.00,0.05,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.01,
7057.37,7.61,103.40,135.54,4.37,53.75,9.52,0.13,42.12,0.10,0.00,7.28,25.75,0.12,3843.61,1003.34,0.06,5.99,7.61,0.12,0.40,0.09,0.59,0.43,0.00,7.71,0.06,0.00,0.00,7.18,15.57,0.07,0.09,0.46,25.13,42.01,112.58,6.01,0.01,0.00,2.17,0.00,349.27,3.48,0.25,27.22,0.00,3.34,180.73,0.68,0.01,0.11,24.50,0.01,0.09,3.94,0.09,0.08,0.01,0.00,0.12,0.00,0.22,0.22,0.04,0.01,0.09,0.00,0.03,0.03,0.00,0.00,0.01,0.01,0.00,0.00,0.03,53.20,46.70,24.87,9.20,801.24,37.76,11.05,2.68,4.43,0.00,0.90,3.48,0.00,32.00,3.61,0.03,0.00,0.33,0.41,0.01,0.00,0.14,0.38,0.00,0.00,0.00,0.00,0.00,4.43,0.00,3.96,0.02,0.02,0.00,0.00,0.00,0.12,1.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.01,0.00,0.01,0.05,0.00,0.00,0.00,0.01,0.00,0.00,82.89,0.00,11985.53,4926.94,10501.16,12060.49,4.44,0.06,0.00,0.01,0.00,0.05,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.01,
7060.93,7.61,103.40,135.54,4.38,53.75,9.52,0.13,42.12,0.10,0.00,7.28,25.75,0.12,3852.27,1003.34,0.06,6.09,7.61,0.12,0.40,0.09,0.59,0.43,0.00,7.71,0.06,0.00,0.00,7.18,15.57,0.07,0.09,0.46,25.13,42.01,112.58,6.01,0.01,0.00,2.16,0.00,349.27,3.45,0.25,27.22,0.00,3.34,180.60,0.68,0.01,0.11,24.50,0.01,0.09,3.94,0.09,0.08,0.01,0.00,0.12,0.00,0.28,0.28,0.04,0.01,0.13,0.00,0.03,0.03,0.00,0.00,0.01,0.01,0.00,0.00,0.03,53.20,46.70,24.87,9.20,801.24,37.76,11.05,2.68,4.43,0.00,0.90,3.48,0.00,32.00,3.61,0.03,0.00,0.33,0.41,0.01,0.00,0.14,0.38,0.00,0.00,0.00,0.00,0.00,4.43,0.00,3.96,0.02,0.02,0.00,0.00,0.00,0.12,1.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.01,0.00,0.01,0.05,0.00,0.00,0.00,0.01,0.00,0.00,77.84,0.00,12001.95,4935.98,10518.96,12076.91,4.44,0.06,0.00,0.01,0.00,0.05,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.01,
7085.66,7.61,103.40,135.54,4.38,53.75,9.52,0.13,42.12,0.10,0.00,7.28,25.75,0.12,3872.43,1003.36,0.06,6.08,7.61,0.12,0.40,0.09,0.59,0.43,0.00,7.71,0.06,0.00,0.00,7.18,15.57,0.07,0.09,0.46,25.13,42.01,112.58,6.01,0.01,0.00,2.16,0.00,349.27,3.44,0.25,27.22,0.00,3.34,180.73,0.68,0.01,0.11,24.50,0.01,0.09,3.94,0.09,0.08,0.01,0.00,0.12,0.00,0.27,0.27,0.04,0.01,0.13,0.00,0.03,0.02,0.00,0.00,0.01,0.01,0.00,0.00,0.03,53.20,46.70,24.87,9.20,801.24,37.76,11.05,2.68,4.43,0.00,0.90,3.48,0.00,32.00,3.61,0.03,0.00,0.33,0.41,0.01,0.00,0.14,0.38,0.00,0.00,0.00,0.00,0.00,4.43,0.00,3.96,0.02,0.02,0.00,0.00,0.00,0.12,1.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.01,0.00,0.01,0.05,0.00,0.00,0.00,0.01,0.00,0.00,82.30,0.00,12035.47,4954.27,10558.36,12110.44,4.44,0.06,0.00,0.01,0.00,0.05,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.01,
